"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"14792","PSAT1",0.648225371427028,6.23292843913023,22.4858737179738,8.46904425934679e-06,"Q9Y617","Q9Y617","reviewed","SERC_HUMAN","Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)","PSAT1 PSA","FUNCTION: Catalyzes the reversible conversion of 3-phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4-phosphonooxybutanoate to phosphohydroxythreonine. {ECO:0000250|UniProtKB:P10658}.","PSAT1","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; identical protein binding [GO:0042802]; O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]; L-serine biosynthetic process [GO:0006564]; pyridoxine biosynthetic process [GO:0008615]","P27797; P12830; P36957; Q8TDX7; Q9Y617","","ENST00000347159.6 [Q9Y617-2];ENST00000376588.4 [Q9Y617-1];",0.0028395181083941
"15463","RND3",0.641212330305064,6.00474308572418,20.2481568243133,2.55458829763908e-05,"Q53RZ3","Q53RZ3","unreviewed","Q53RZ3_HUMAN","Rho-related GTP-binding protein RhoE (Uncharacterized protein ARHE)","RND3 ARHE","","RND3","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase mediated signal transduction [GO:0007264]","","","ENST00000439275.1;ENST00000454202.5;",0.00703627165473659
"15589","RPL22L1",0.601856586715918,7.18005164080038,26.0987992456964,1.64745931879452e-06,"Q6P5R6","Q6P5R6","reviewed","RL22L_HUMAN","60S ribosomal protein L22-like 1 (Large ribosomal subunit protein eL22-like 1)","RPL22L1","","RPL22L1","ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]","Q9H190","","ENST00000295830.13;",0.000805442860958641
"15840","SARS1",0.496192850384595,6.22646069823123,18.5799035332934,3.53868392394565e-05,"P49591","P49591","reviewed","SYSC_HUMAN","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","SARS1 SARS SERS","FUNCTION: Catalyzes the attachment of serine to tRNA(Ser) in a two-step reaction: serine is first activated by ATP to form Ser-AMP and then transferred to the acceptor end of tRNA(Ser) (PubMed:22353712, PubMed:24095058, PubMed:9431993, PubMed:26433229, PubMed:28236339). Is probably also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (PubMed:9431993, PubMed:26433229, PubMed:28236339). In the nucleus, binds to the VEGFA core promoter and prevents MYC binding and transcriptional activation by MYC (PubMed:24940000). Recruits SIRT2 to the VEGFA promoter, promoting deacetylation of histone H4 at 'Lys-16' (H4K16). Thereby, inhibits the production of VEGFA and sprouting angiogenesis mediated by VEGFA (PubMed:19423848, PubMed:19423847, PubMed:24940000). {ECO:0000269|PubMed:19423847, ECO:0000269|PubMed:19423848, ECO:0000269|PubMed:22353712, ECO:0000269|PubMed:24095058, ECO:0000269|PubMed:24940000, ECO:0000269|PubMed:26433229, ECO:0000269|PubMed:28236339, ECO:0000269|PubMed:9431993}.","SARS1","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049]; negative regulation of angiogenesis [GO:0016525]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular endothelial growth factor production [GO:1904046]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]; translation [GO:0006412]; tRNA processing [GO:0008033]","Q6DHV7-2; P09525; Q96FT7-4; Q8TAB7; P38936; Q9Y4F5-3; A0A024RCP2; A0A0C4DGV4; Q92615; A6NJ78-4; Q8N2H9-4; O15534; Q14181; P79522; Q9NS23-4; Q9NUC0; O14544; Q7Z6I5; Q496A3; Q9UH65; Q7Z7C8-2; Q8N0U2; Q9NX94; Q9BRR0; Q9BYN7-2","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22353712, ECO:0000269|PubMed:28236339}. Nucleus {ECO:0000269|PubMed:22353712}. Note=Predominantly cytoplasmic, but a minor proportion is also found in the nucleus. {ECO:0000269|PubMed:22353712}.","ENST00000234677.7;",0.00887211574572835
"16063","SESN2",0.841724948432693,5.63260051177148,47.920592204014,3.01235633304207e-10,"P58004","P58004","reviewed","SESN2_HUMAN","Sestrin-2 (EC 1.11.1.-) (Hypoxia-induced gene)","SESN2 Hi95 SEST2","FUNCTION: Functions as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway through the GATOR complex (PubMed:18692468, PubMed:25263562, PubMed:25457612, PubMed:26449471, PubMed:26612684, PubMed:26586190, PubMed:31586034, PubMed:35114100). In absence of leucine, binds the GATOR subcomplex GATOR2 and prevents TORC1 signaling (PubMed:18692468, PubMed:25263562, PubMed:25457612, PubMed:26449471, PubMed:26612684, PubMed:26586190, PubMed:31586034, PubMed:35114100). Binding of leucine to SESN2 disrupts its interaction with GATOR2 thereby activating the TORC1 signaling pathway (PubMed:26449471, PubMed:26586190, PubMed:35114100). This stress-inducible metabolic regulator also plays a role in protection against oxidative and genotoxic stresses. May negatively regulate protein translation in response to endoplasmic reticulum stress, via TORC1 (PubMed:24947615). May positively regulate the transcription by NFE2L2 of genes involved in the response to oxidative stress by facilitating the SQSTM1-mediated autophagic degradation of KEAP1 (PubMed:23274085). May also mediate TP53 inhibition of TORC1 signaling upon genotoxic stress (PubMed:18692468). Moreover, may prevent the accumulation of reactive oxygen species (ROS) through the alkylhydroperoxide reductase activity born by the N-terminal domain of the protein (PubMed:26612684). Was originally reported to contribute to oxidative stress resistance by reducing PRDX1 (PubMed:15105503). However, this could not be confirmed (PubMed:19113821). {ECO:0000269|PubMed:15105503, ECO:0000269|PubMed:18692468, ECO:0000269|PubMed:19113821, ECO:0000269|PubMed:23274085, ECO:0000269|PubMed:24947615, ECO:0000269|PubMed:25263562, ECO:0000269|PubMed:25457612, ECO:0000269|PubMed:26449471, ECO:0000269|PubMed:26586190, ECO:0000269|PubMed:26612684, ECO:0000269|PubMed:35114100}.","SESN2","Atg1/ULK1 kinase complex [GO:1990316]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; TORC2 complex [GO:0031932]; GDP-dissociation inhibitor activity [GO:0005092]; leucine binding [GO:0070728]; oxidoreductase activity, acting on peroxide as acceptor [GO:0016684]; peroxidase activity [GO:0004601]; protein sequestering activity [GO:0140311]; protein-containing complex binding [GO:0044877]; sulfiredoxin activity [GO:0032542]; cellular oxidant detoxification [GO:0098869]; cellular response to amino acid starvation [GO:0034198]; cellular response to amino acid stimulus [GO:0071230]; cellular response to glucose starvation [GO:0042149]; cellular response to leucine [GO:0071233]; cellular response to leucine starvation [GO:1990253]; cellular response to oxidative stress [GO:0034599]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; fatty acid beta-oxidation [GO:0006635]; glucose homeostasis [GO:0042593]; glucose import [GO:0046323]; mitochondrial DNA metabolic process [GO:0032042]; negative regulation of cell growth [GO:0030308]; negative regulation of TORC1 signaling [GO:1904262]; negative regulation of translation in response to endoplasmic reticulum stress [GO:1902010]; positive regulation of lipophagy [GO:1904504]; positive regulation of macroautophagy [GO:0016239]; positive regulation of protein localization to nucleus [GO:1900182]; protein kinase B signaling [GO:0043491]; reactive oxygen species metabolic process [GO:0072593]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of gluconeogenesis [GO:0006111]; regulation of protein phosphorylation [GO:0001932]; regulation of response to reactive oxygen species [GO:1901031]; response to glucose [GO:0009749]; response to insulin [GO:0032868]; triglyceride homeostasis [GO:0070328]","Q14145; Q9NXC5; P62877; Q13501; Q96S15; P62878; O70405","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15105503}.","ENST00000253063.4;ENST00000645231.2;",2.35638561795883e-07
"16357","SLC2A1",0.885656797941343,5.81846488588031,51.5001631340535,8.54367059046419e-11,"P11166","P11166","reviewed","GTR1_HUMAN","Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)","SLC2A1 GLUT1","FUNCTION: Facilitative glucose transporter, which is responsible for constitutive or basal glucose uptake (PubMed:18245775, PubMed:19449892, PubMed:25982116, PubMed:27078104, PubMed:10227690). Has a very broad substrate specificity; can transport a wide range of aldoses including both pentoses and hexoses (PubMed:18245775, PubMed:19449892). Most important energy carrier of the brain: present at the blood-brain barrier and assures the energy-independent, facilitative transport of glucose into the brain (PubMed:10227690). In association with BSG and NXNL1, promotes retinal cone survival by increasing glucose uptake into photoreceptors (By similarity). {ECO:0000250|UniProtKB:P46896, ECO:0000269|PubMed:10227690, ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:25982116, ECO:0000269|PubMed:27078104}.","SLC2A1","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; blood microparticle [GO:0072562]; caveola [GO:0005901]; cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; female germ cell nucleus [GO:0001674]; female pronucleus [GO:0001939]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; melanosome [GO:0042470]; membrane [GO:0016020]; midbody [GO:0030496]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; sarcolemma [GO:0042383]; Z disc [GO:0030018]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; glucose transmembrane transporter activity [GO:0005355]; hexose transmembrane transporter activity [GO:0015149]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; long-chain fatty acid transporter activity [GO:0005324]; protein self-association [GO:0043621]; xenobiotic transmembrane transporter activity [GO:0042910]; cellular hyperosmotic response [GO:0071474]; cellular response to glucose starvation [GO:0042149]; cellular response to mechanical stimulus [GO:0071260]; central nervous system development [GO:0007417]; cerebral cortex development [GO:0021987]; dehydroascorbic acid transport [GO:0070837]; female pregnancy [GO:0007565]; glucose import [GO:0046323]; glucose import across plasma membrane [GO:0098708]; glucose transmembrane transport [GO:1904659]; L-ascorbic acid metabolic process [GO:0019852]; long-chain fatty acid import across plasma membrane [GO:0015911]; monosaccharide transmembrane transport [GO:0015749]; photoreceptor cell maintenance [GO:0045494]; protein-containing complex assembly [GO:0065003]; response to hypoxia [GO:0001666]; response to insulin [GO:0032868]; response to Thyroglobulin triiodothyronine [GO:1904016]; transport across blood-brain barrier [GO:0150104]","O43889-2; P11166","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:23219802, ECO:0000269|PubMed:24847886, ECO:0000269|PubMed:25982116, ECO:0000269|PubMed:30197081}; Multi-pass membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Photoreceptor inner segment {ECO:0000250|UniProtKB:P17809}. Note=Localizes primarily at the cell surface (PubMed:18245775, PubMed:19449892, PubMed:23219802, PubMed:25982116, PubMed:24847886). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:23219802, ECO:0000269|PubMed:24847886, ECO:0000269|PubMed:25982116}.","ENST00000426263.10;",6.9616675861299e-08
"16479","SLC7A11",0.564404479360388,7.01635464108562,23.8689128587605,5.21137774015452e-06,"Q9UPY5","Q9UPY5","reviewed","XCT_HUMAN","Cystine/glutamate transporter (Amino acid transport system xc-) (Calcium channel blocker resistance protein CCBR1) (Solute carrier family 7 member 11) (xCT)","SLC7A11","FUNCTION: Sodium-independent, high-affinity exchange of anionic amino acids with high specificity for anionic form of cystine and glutamate. {ECO:0000269|PubMed:15151999}.","SLC7A11","apical part of cell [GO:0045177]; astrocyte projection [GO:0097449]; brush border membrane [GO:0031526]; cell surface [GO:0009986]; cytoskeleton [GO:0005856]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; cystine:glutamate antiporter activity [GO:0015327]; L-amino acid transmembrane transporter activity [GO:0015179]; adult behavior [GO:0030534]; cellular response to oxidative stress [GO:0034599]; dipeptide import across plasma membrane [GO:0140206]; glutamate homeostasis [GO:0090461]; glutathione metabolic process [GO:0006749]; glutathione transmembrane transport [GO:0034775]; L-glutamate import across plasma membrane [GO:0098712]; lens fiber cell differentiation [GO:0070306]; limb development [GO:0060173]; lung alveolus development [GO:0048286]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; platelet aggregation [GO:0070527]; regulation of AMPA glutamate receptor clustering [GO:1904717]; regulation of cell population proliferation [GO:0042127]; regulation of cysteine metabolic process [GO:1901494]; regulation of glutamate metabolic process [GO:2000211]; regulation of glutathione biosynthetic process [GO:1903786]; regulation of melanin biosynthetic process [GO:0048021]; regulation of neutrophil apoptotic process [GO:0033029]; regulation of protein transport [GO:0051223]; regulation of synapse organization [GO:0050807]; response to nicotine [GO:0035094]; response to organic cyclic compound [GO:0014070]; response to redox state [GO:0051775]; response to toxic substance [GO:0009636]; striatum development [GO:0021756]; ventricular system development [GO:0021591]; visual learning [GO:0008542]","P16070; Q07627; Q8IUG1; P08195-4","SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:15151999}; Multi-pass membrane protein {ECO:0000269|PubMed:15151999}.","ENST00000280612.9;",0.00202625245746397
"16989","STC1",0.97340912851542,3.9152587304437,20.3661967540206,1.59764229772295e-05,"P52823","P52823","reviewed","STC1_HUMAN","Stanniocalcin-1 (STC-1)","STC1 STC","FUNCTION: Stimulates renal phosphate reabsorption, and could therefore prevent hypercalcemia.","STC1","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleus [GO:0005634]; hormone activity [GO:0005179]; identical protein binding [GO:0042802]; bone development [GO:0060348]; cellular calcium ion homeostasis [GO:0006874]; cellular response to cAMP [GO:0071320]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hypoxia [GO:0071456]; chondrocyte proliferation [GO:0035988]; decidualization [GO:0046697]; embryo implantation [GO:0007566]; endothelial cell morphogenesis [GO:0001886]; growth plate cartilage axis specification [GO:0003421]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell migration [GO:0030336]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of renal phosphate excretion [GO:1903403]; ossification [GO:0001503]; positive regulation of calcium ion import [GO:0090280]; regulation of anion transport [GO:0044070]; regulation of cardiac muscle cell contraction [GO:0086004]; response to vitamin D [GO:0033280]","Q6FHY5; P52823","SUBCELLULAR LOCATION: Secreted.","ENST00000290271.7 [P52823-1];ENST00000524323.1 [P52823-2];",0.00480669119604154
"18244","TUBE1",1.00668273126561,3.72310337564571,19.1224832723921,2.77523068638929e-05,"Q9UJT0","Q9UJT0","reviewed","TBE_HUMAN","Tubulin epsilon chain (Epsilon-tubulin)","TUBE1 TUBE","","TUBE1","cytoplasm [GO:0005737]; microtubule [GO:0005874]; pericentriolar material [GO:0000242]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; centrosome cycle [GO:0007098]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]","","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:10620804}. Note=Associated with pericentriolar material. {ECO:0000269|PubMed:10620804}.","ENST00000368662.10;",0.00753783490319847
"18289","TXNRD1",0.682546325435883,7.83734990619847,26.3940585831902,5.284254209995e-06,"Q16881","Q16881","reviewed","TRXR1_HUMAN","Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Peroxidase TXNRD1) (EC 1.11.1.2) (Thioredoxin reductase TR1)","TXNRD1 GRIM12 KDRF","FUNCTION: Reduces disulfideprotein thioredoxin (Trx) to its dithiol-containing form (PubMed:8577704). Homodimeric flavoprotein involved in the regulation of cellular redox reactions, growth and differentiation. Contains a selenocysteine residue at the C-terminal active site that is essential for catalysis (Probable). Also has reductase activity on hydrogen peroxide (H2O2) (PubMed:10849437). {ECO:0000269|PubMed:10849437, ECO:0000269|PubMed:8577704, ECO:0000305|PubMed:17512005}.; FUNCTION: [Isoform 1]: Induces actin and tubulin polymerization, leading to formation of cell membrane protrusions. {ECO:0000269|PubMed:18042542, ECO:0000269|PubMed:8577704}.; FUNCTION: [Isoform 4]: Enhances the transcriptional activity of estrogen receptors ESR1 and ESR2. {ECO:0000269|PubMed:15199063}.; FUNCTION: [Isoform 5]: Enhances the transcriptional activity of the estrogen receptor ESR2 only (PubMed:15199063). Mediates cell death induced by a combination of interferon-beta and retinoic acid (PubMed:9774665). {ECO:0000269|PubMed:15199063, ECO:0000269|PubMed:9774665}.","TXNRD1","cytosol [GO:0005829]; extracellular exosome [GO:0070062]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; FAD binding [GO:0071949]; glutathione oxidoreductase activity [GO:0097573]; identical protein binding [GO:0042802]; NADPH peroxidase activity [GO:0050137]; thioredoxin-disulfide reductase activity [GO:0004791]; cell population proliferation [GO:0008283]; cell redox homeostasis [GO:0045454]; mesoderm formation [GO:0001707]; signal transduction [GO:0007165]","Q03135; P03372; Q92731","SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:18042542}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000269|PubMed:15199063}. Nucleus {ECO:0000269|PubMed:15199063}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:15199063}.","ENST00000503506.6 [Q16881-5];ENST00000524698.5 [Q16881-5];ENST00000525566.6 [Q16881-1];ENST00000526390.5 [Q16881-2];ENST00000526691.5 [Q16881-4];ENST00000529546.5 [Q16881-7];",0.00202625245746397
"18582","VEGFA",1.35283660860646,4.87885476272377,94.2718928201605,1.66312843498652e-16,"P15692","P15692","reviewed","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)","VEGFA VEGF","FUNCTION: Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. Induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis and induces permeabilization of blood vessels. Binds to the FLT1/VEGFR1 and KDR/VEGFR2 receptors, heparan sulfate and heparin. NRP1/Neuropilin-1 binds isoforms VEGF-165 and VEGF-145. Isoform VEGF165B binds to KDR but does not activate downstream signaling pathways, does not activate angiogenesis and inhibits tumor growth. Binding to NRP1 receptor initiates a signaling pathway needed for motor neuron axon guidance and cell body migration, including for the caudal migration of facial motor neurons from rhombomere 4 to rhombomere 6 during embryonic development (By similarity). Also binds the DEAR/FBXW7-AS1 receptor (PubMed:17446437). {ECO:0000250|UniProtKB:Q00731, ECO:0000269|PubMed:11427521, ECO:0000269|PubMed:16489009, ECO:0000269|PubMed:17446437, ECO:0000269|PubMed:25825981}.","VEGFA","adherens junction [GO:0005912]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; platelet alpha granule lumen [GO:0031093]; secretory granule [GO:0030141]; chemoattractant activity [GO:0042056]; cytokine activity [GO:0005125]; extracellular matrix binding [GO:0050840]; fibronectin binding [GO:0001968]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; neuropilin binding [GO:0038191]; platelet-derived growth factor receptor binding [GO:0005161]; protein homodimerization activity [GO:0042803]; receptor ligand activity [GO:0048018]; vascular endothelial growth factor receptor 1 binding [GO:0043183]; vascular endothelial growth factor receptor 2 binding [GO:0043184]; vascular endothelial growth factor receptor binding [GO:0005172]; activation of protein kinase activity [GO:0032147]; angiogenesis [GO:0001525]; artery morphogenesis [GO:0048844]; basophil chemotaxis [GO:0002575]; branching involved in blood vessel morphogenesis [GO:0001569]; camera-type eye morphogenesis [GO:0048593]; cardiac muscle cell development [GO:0055013]; cardiac vascular smooth muscle cell development [GO:0060948]; cell maturation [GO:0048469]; cell migration involved in sprouting angiogenesis [GO:0002042]; cellular response to hypoxia [GO:0071456]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular stress response to acid chemical [GO:0097533]; commissural neuron axon guidance [GO:0071679]; coronary artery morphogenesis [GO:0060982]; coronary vein morphogenesis [GO:0003169]; dopaminergic neuron differentiation [GO:0071542]; endothelial cell chemotaxis [GO:0035767]; epithelial cell differentiation [GO:0030855]; eye photoreceptor cell development [GO:0042462]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; induction of positive chemotaxis [GO:0050930]; kidney development [GO:0001822]; lactation [GO:0007595]; lung development [GO:0030324]; lymph vessel morphogenesis [GO:0036303]; macrophage differentiation [GO:0030225]; mammary gland alveolus development [GO:0060749]; mesoderm development [GO:0007498]; monocyte differentiation [GO:0030224]; motor neuron migration [GO:0097475]; negative regulation of adherens junction organization [GO:1903392]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood-brain barrier permeability [GO:1905604]; negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of establishment of endothelial barrier [GO:1903141]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; outflow tract morphogenesis [GO:0003151]; ovarian follicle development [GO:0001541]; positive chemotaxis [GO:0050918]; positive regulation of angiogenesis [GO:0045766]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903589]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell division [GO:0051781]; positive regulation of cell migration [GO:0030335]; positive regulation of cell migration by vascular endothelial growth factor signaling pathway [GO:0038089]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway [GO:0038091]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway [GO:0038033]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of epithelial tube formation [GO:1905278]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of gene expression [GO:0010628]; positive regulation of histone deacetylase activity [GO:1901727]; positive regulation of leukocyte migration [GO:0002687]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mast cell chemotaxis [GO:0060754]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-tyrosine autophosphorylation [GO:1900086]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of phosphorylation [GO:0042327]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of protein autophosphorylation [GO:0031954]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein kinase C signaling [GO:0090037]; positive regulation of protein kinase D signaling [GO:1903572]; positive regulation of protein localization to early endosome [GO:1902966]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of receptor internalization [GO:0002092]; positive regulation of retinal ganglion cell axon guidance [GO:1902336]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061419]; positive regulation of trophoblast cell migration [GO:1901165]; positive regulation of vascular permeability [GO:0043117]; post-embryonic camera-type eye development [GO:0031077]; primitive erythrocyte differentiation [GO:0060319]; regulation of cell shape [GO:0008360]; regulation of nitric oxide mediated signal transduction [GO:0010749]; regulation of retinal ganglion cell axon guidance [GO:0090259]; regulation of transcription by RNA polymerase II [GO:0006357]; response to hypoxia [GO:0001666]; sprouting angiogenesis [GO:0002040]; surfactant homeostasis [GO:0043129]; tube formation [GO:0035148]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; vascular endothelial growth factor receptor-2 signaling pathway [GO:0036324]; vascular endothelial growth factor signaling pathway [GO:0038084]; vascular wound healing [GO:0061042]; vasculogenesis [GO:0001570]; VEGF-activated neuropilin signaling pathway [GO:0038190]","P17948; P35968; O14786; P15692; P17948; P35968; O14786-2; P15692-4; P08034; P80188; Q9NQQ7-3; Q96Q45-2","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11563986, ECO:0000269|PubMed:11731620, ECO:0000269|PubMed:15896327}. Note=VEGF121 is acidic and freely secreted. VEGF165 is more basic, has heparin-binding properties and, although a significant proportion remains cell-associated, most is freely secreted. VEGF189 is very basic, it is cell-associated after secretion and is bound avidly by heparin and the extracellular matrix, although it may be released as a soluble form by heparin, heparinase or plasmin.","ENST00000324450.11 [P15692-18];ENST00000372055.9 [P15692-14];ENST00000372064.9 [P15692-12];ENST00000372067.8 [P15692-11];ENST00000372077.8 [P15692-9];ENST00000413642.8 [P15692-16];ENST00000417285.7 [P15692-17];ENST00000457104.6 [P15692-10];ENST00000482630.7 [P15692-15];ENST00000518689.5 [P15692-3];ENST00000518824.5 [P15692-8];ENST00000520948.5 [P15692-2];ENST00000523125.5 [P15692-5];ENST00000523873.5 [P15692-1];ENST00000523950.5 [P15692-4];ENST00000672860.3 [P15692-13];",2.50185689804587e-13
"18601","VLDLR",1.05679069276442,3.68894198452215,25.1330166255953,2.03993123449501e-06,"A0A7P0T8F7","A0A7P0T8F7","unreviewed","A0A7P0T8F7_HUMAN","Very low-density lipoprotein receptor","VLDLR","","VLDLR","","","","ENST00000680891.1;ENST00000681644.1;",0.000972997444433765
